cost,price,weight,purchase_date,product_type,product_level,maker,ingredient,height,width,depth
$474k,"$197,433",3 Ton 20 Kg,Nov 26 2010,N,super advanced,M14381,"IN733283,IN732457,IN733006,IN732967",2.92 meters,94 cm,25 cm
$380k,"$419,158",3 Ton 260 Kg,May 09 2014,A,advanced,M14149,"IN732685,IN733133",2.8 meters,99 cm,26 cm
,"$173,411",2 Ton 950 Kg,Nov 16 2012,"N,U",advanced,M14974,"IN733443,IN732523,IN734035",2.68 meters,97 cm,25 cm
,"$85,975",2 Ton 980 Kg,Oct 16 2015,N,advanced,,IN734036,2.76 meters,96 cm,25 cm
$53k,"$87,234",3 Ton 140 Kg,Jun 26 2009,D,advanced,M14975,"IN732428,IN732527,IN732153,IN733625,IN732467,IN732676,IN733738,IN734037,IN732991,IN732918",3.03 meters,94 cm,25 cm
$22k,"$81,445",3 Ton 60 Kg,Apr 28 2000,"D,H",super advanced,M14366,"IN732443,IN732480",2.5 meters,102 cm,27 cm
$22k,"$38,830",2 Ton 960 Kg,Jun 21 2013,H,advanced,"M14976,M14977","IN732482,IN732620,IN732528,IN732511,IN732689",2.78 meters,95 cm,25 cm
$427k,"$401,524",3 Ton 280 Kg,Sep 01 2000,A,advanced,M14229,"IN732441,IN732983,IN733224",2.92 meters,98 cm,26 cm
$66k,"$84,415",3 Ton 90 Kg,Jun 06 2014,D,super advanced,M14618,"IN733383,IN733479,IN732965,IN733480,IN733555,IN732577,IN732441",2.69 meters,99 cm,26 cm
$22k,"$85,148",3 Ton 50 Kg,Sep 30 2009,"T,H",super advanced,M14332,"IN733182,IN732463,IN732417",2.59 meters,100 cm,26 cm
$97k,"$68,637",3 Ton 40 Kg,May 08 2009,"S,U",advanced,,"IN733065,IN733491,IN732114",2.62 meters,99 cm,26 cm
,"$23,108",3 Ton 110 Kg,Dec 23 2016,"H,M",advanced,,,2.61 meters,101 cm,26 cm
$81k,"$129,081",3 Ton 580 Kg,Oct 08 2008,H,super advanced,M14347,"IN733380,IN732079,IN732523",2.92 meters,102 cm,27 cm
$75k,"$557,161",3 Ton 190 Kg,Apr 28 1999,"D,R",super advanced,M14505,"IN732305,IN732634,IN732503",3.02 meters,95 cm,25 cm
,"$13,046",3 Ton 190 Kg,Aug 01 2008,H,super advanced,,"IN732700,IN733283,IN733065,IN733215",2.77 meters,99 cm,26 cm
$40k,"$290,322",3 Ton 220 Kg,Feb 01 2013,D,advanced,M14289,"IN732726,IN732157,IN733260,IN732588,IN732396,IN732395,IN732711,IN732493,IN732491,IN732760,IN733783",2.69 meters,101 cm,26 cm
$78k,"$207,494",3 Ton 60 Kg,Apr 03 2015,D,advanced,M14289,"IN732726,IN732157,IN733260,IN732588,IN732396,IN732711,IN732493,IN732922,IN732491,IN732395",2.54 meters,101 cm,26 cm
$254k,"$111,393",3 Ton 470 Kg,Oct 05 2001,"H,A",advanced,M14448,IN732165,2.69 meters,105 cm,27 cm
$135k,"$134,250",2 Ton 910 Kg,Aug 09 2002,N,super advanced,,IN733519,2.41 meters,101 cm,27 cm
$44k,"$157,039",3 Ton 170 Kg,Sep 03 2008,H,advanced,,"IN733177,IN732149,IN733083,IN732760,IN732422,IN733114,IN733561,IN732827",2.31 meters,108 cm,28 cm
$113k,"$214,916",3 Ton 330 Kg,Oct 04 2013,D,super advanced,M14576,"IN732107,IN732104,IN732333,IN732278,IN733062,IN732723,IN733875,IN732921,IN732719",2.65 meters,103 cm,27 cm
$207k,"$174,754",2 Ton 970 Kg,Nov 30 2012,A,advanced,M14150,"IN732857,IN733458,IN732551,IN733535,IN733370,IN732446,IN734038",2.96 meters,92 cm,24 cm
$65k,"$110,463",3 Ton 30 Kg,Jul 03 2015,D,super advanced,M14319,"IN732654,IN732429,IN733384,IN733880,IN732145,IN732607,IN732718,IN732560,IN732309,IN732712",2.26 meters,107 cm,28 cm
$103k,"$321,496",3 Ton 70 Kg,Mar 26 2014,D,super advanced,"M14978,M14979","IN732067,IN732121,IN732213,IN732498,IN732186,IN733387,IN733060,IN733445,IN732395",3.29 meters,89 cm,23 cm
,"$52,775",2 Ton 850 Kg,May 09 2001,J,basic,,IN732502,2.39 meters,101 cm,26 cm
$474k,"$571,443",3 Ton 150 Kg,Feb 17 2012,"B,A",advanced,M14404,"IN732346,IN732618,IN732826,IN732457,IN733030,IN732149,IN732570,IN732833,IN732999,IN732211,IN733093,IN732094,IN732146",2.6 meters,101 cm,27 cm
$537k,"$651,024",3 Ton 200 Kg,Aug 22 2014,"B,A",advanced,M14884,"IN732346,IN732618,IN733093,IN732457,IN732149,IN732570,IN734039,IN732826,IN733030,IN732520,IN733974,IN733875,IN732833,IN732604",2.55 meters,103 cm,27 cm
$238k,"$193,262",3 Ton 140 Kg,Jul 14 2000,"V,H",super advanced,M14232,"IN732746,IN732159,IN732126",2.98 meters,94 cm,25 cm
$66k,"$35,926",2 Ton 980 Kg,Aug 04 2000,"D,R",advanced,,"IN732105,IN732223,IN733733,IN732369,IN732206",2.89 meters,94 cm,25 cm
$182k,"$24,335",2 Ton 950 Kg,May 13 2005,"J,B",intermediate,,"IN732734,IN732255",2.56 meters,99 cm,26 cm
,"$13,793",3 Ton 140 Kg,Mar 13 1998,"D,R",advanced,M14980,"IN734040,IN733733,IN733156,IN732504",2.96 meters,95 cm,25 cm
,"$170,351",2 Ton 740 Kg,Jun 30 2006,C,intermediate,M14216,"IN732130,IN732471",2.39 meters,99 cm,26 cm
$254k,"$63,923",3 Ton 160 Kg,Sep 08 2004,"S,B",advanced,M14131,"IN732151,IN732251,IN732172,IN732912,IN733447,IN732318,IN732968,IN734041,IN733237,IN732430",2.44 meters,105 cm,27 cm
,"$171,907",3 Ton 350 Kg,May 30 1997,"T,D",super advanced,,"IN732165,IN732833",3.04 meters,97 cm,25 cm
,"$78,586",3 Ton 270 Kg,Sep 21 2012,U,super advanced,M14981,"IN732270,IN732269,IN732857,IN733449,IN732969,IN732716,IN732078,IN732523,IN733827",2.74 meters,101 cm,26 cm
$238k,"$74,200",2 Ton 940 Kg,Mar 30 2001,C,intermediate,M14243,"IN732489,IN732218,IN732559",2.84 meters,94 cm,25 cm
$631k,"$1,890,150",3 Ton 940 Kg,Oct 02 1998,R,advanced,M14275,"IN732885,IN732486,IN732884,IN732280,IN732161,IN733749,IN732060",2.96 meters,106 cm,28 cm
$59k,"$184,567",3 Ton 940 Kg,Jan 16 2013,R,advanced,,,2.6 meters,113 cm,30 cm
,"$15,879",2 Ton 930 Kg,Aug 01 1997,H,advanced,M14982,"IN732948,IN732931,IN733546,IN734042,IN734043,IN732315,IN732910,IN732658,IN732567",2.87 meters,93 cm,24 cm
,"$55,138",2 Ton 950 Kg,Apr 05 2013,D,super advanced,M14253,"IN734044,IN732502,IN733610,IN732490,IN732184,IN732651,IN733521,IN732613",2.52 meters,100 cm,26 cm
$37k,"$45,314",2 Ton 950 Kg,Jan 11 2002,D,super advanced,,IN733010,2.54 meters,99 cm,26 cm
,"$396,373",3 Ton 190 Kg,Oct 02 1998,A,advanced,,"IN732441,IN733374,IN732715,IN733071,IN732983,IN732172",2.88 meters,97 cm,25 cm
$600k,"$296,257",3 Ton 300 Kg,Mar 04 2016,S,intermediate,M14811,"IN733141,IN732746,IN732058,IN732937,IN732718,IN732605",2.16 meters,114 cm,30 cm
$154k,"$191,284",3 Ton 20 Kg,Nov 05 2010,"K,D",intermediate,M14425,"IN732766,IN733145,IN732372,IN732324,IN732827",2.78 meters,96 cm,25 cm
,"$82,255",3 Ton 10 Kg,Sep 25 2015,D,super advanced,M14601,"IN732256,IN732456,IN732491,IN732295,IN732358,IN732395",2.61 meters,99 cm,26 cm
$128k,"$69,367",2 Ton 810 Kg,Oct 29 2004,A,advanced,,"IN732126,IN732648",1.99 meters,109 cm,29 cm
$395k,"$187,689",3 Ton 210 Kg,May 17 2013,"S,A",advanced,M14695,"IN732453,IN732932,IN732873,IN732624,IN732401,IN732374",3.01 meters,95 cm,25 cm
$238k,"$247,909",3 Ton 40 Kg,Aug 17 2012,D,advanced,M14206,"IN732503,IN732362,IN732110,IN732427,IN733132,IN732188,IN733770,IN732926,IN733997",2.38 meters,104 cm,27 cm
$285k,"$23,830",3 Ton 40 Kg,Feb 08 2002,"D,R",super advanced,M14598,"IN732941,IN732592,IN733914,IN733547,IN732180",2.58 meters,100 cm,26 cm
$285k,"$775,086",2 Ton 920 Kg,Sep 01 2000,C,basic,"M14165,M14550","IN732596,IN732832,IN733362,IN732099",2.92 meters,92 cm,24 cm
$631k,"$1,306,495",3 Ton 30 Kg,Apr 01 2011,C,basic,M14550,"IN732596,IN732845,IN733362,IN732832,IN734045,IN733676,IN732897,IN732431,IN732540,IN732266,IN733786,IN734046,IN733461,IN733748,IN734047",2.83 meters,95 cm,25 cm
,"$99,173",3 Ton 690 Kg,Jul 16 2010,C,basic,,"IN732832,IN732596",2.97 meters,103 cm,27 cm
,"$392,639",3 Ton 470 Kg,Oct 10 2001,"F,H",super advanced,M14427,"IN732349,IN732442,IN733283,IN732528,IN732564,IN732598,IN734048,IN732387,IN732986,IN733330,IN732962,IN732658,IN734049,IN732287,IN732556,IN734050,IN732608,IN732612",2.46 meters,109 cm,29 cm
,"$243,465",3 Ton 220 Kg,Jul 19 2002,"F,H",super advanced,M14286,"IN732660,IN732158,IN732710,IN732153",2.84 meters,98 cm,26 cm
$113k,"$348,962",3 Ton 250 Kg,Apr 29 2016,D,super advanced,M14576,"IN732075,IN732123,IN733581,IN733295,IN733443,IN732463,IN734051,IN732432,IN732420",2.84 meters,99 cm,26 cm
$72k,"$76,643",3 Ton 100 Kg,Jun 10 2009,"U,H",advanced,,"IN732442,IN732789,IN732968,IN732055",3.09 meters,92 cm,24 cm
,"$31,041",3 Ton 30 Kg,Sep 15 2006,"D,H",super advanced,,,2.53 meters,101 cm,26 cm
$317k,"$75,045",3 Ton 200 Kg,Jan 30 2015,S,advanced,M14983,"IN732130,IN733039,IN732261,IN732141,IN732069,IN732154,IN732505,IN732962,IN732658",2.48 meters,105 cm,27 cm
$474k,"$1,005,660",3 Ton 430 Kg,Apr 15 2008,"S,A",advanced,M14128,"IN732893,IN732152,IN733611,IN732736,IN733062,IN733982,IN732599,IN732282,IN732701",2.76 meters,103 cm,27 cm
$662k,"$773,788",3 Ton 650 Kg,Apr 10 2015,"S,A",advanced,M14128,"IN732159,IN734052,IN734053,IN732818,IN732306,IN732099",2.64 meters,108 cm,28 cm
$615k,"$1,109,786",3 Ton 540 Kg,Apr 11 2012,"S,A",advanced,M14128,"IN732893,IN733630,IN733611,IN732152,IN732436,IN733356,IN732645,IN732193,IN732831,IN732599,IN732967,IN732665",2.73 meters,105 cm,27 cm
$631k,"$1,265,990",3 Ton 440 Kg,Apr 07 2010,"S,A",advanced,M14128,"IN732893,IN733062,IN733611,IN732152,IN732599",2.39 meters,111 cm,29 cm
$103k,"$138,108",2 Ton 880 Kg,Jun 16 2006,A,advanced,M14409,IN732993,2.36 meters,102 cm,27 cm
,"$102,354",3 Ton 0 Kg,Sep 09 2009,A,advanced,M14418,IN732993,2.31 meters,105 cm,28 cm
,"$3,968",2 Ton 950 Kg,Sep 17 2010,"N,D",super advanced,,"IN734054,IN734055,IN734056",2.14 meters,108 cm,28 cm
$97k,"$24,940",3 Ton 100 Kg,Jul 04 2003,U,super advanced,,"IN732776,IN732101,IN733010",2.67 meters,99 cm,26 cm
$443k,"$122,654",2 Ton 950 Kg,Sep 10 2003,C,intermediate,,"IN732066,IN732384",2.83 meters,94 cm,25 cm
,"$45,453",2 Ton 980 Kg,Mar 13 1998,D,advanced,,"IN732273,IN732101",2.76 meters,96 cm,25 cm
,"$42,426",3 Ton 150 Kg,Dec 09 2016,U,super advanced,M14679,"IN732110,IN732962,IN732658,IN732076,IN732752,IN732112,IN732239,IN732791,IN732996,IN732959,IN732084,IN732486",2.17 meters,111 cm,29 cm
,"$31,046",2 Ton 940 Kg,Feb 25 2000,D,super advanced,,,2.42 meters,102 cm,27 cm
,"$49,008",3 Ton 250 Kg,Oct 27 2006,R,advanced,M14133,"IN732067,IN734057,IN732301,IN732716,IN732751",2.7 meters,101 cm,26 cm
$395k,"$485,603",2 Ton 940 Kg,Aug 18 2017,C,intermediate,M14228,"IN732214,IN732508,IN733545,IN732649,IN732208,IN733363,IN733639,IN733009,IN733654,IN732602",2.33 meters,103 cm,27 cm
$537k,"$543,269",3 Ton 250 Kg,Sep 30 2011,"S,A",intermediate,M14772,"IN732628,IN732839,IN732511,IN734058,IN734059,IN734060,IN732430,IN732141",2.46 meters,106 cm,28 cm
$292k,"$349,912",3 Ton 70 Kg,May 27 2009,"D,A",super advanced,M14904,"IN732503,IN732591,IN732691,IN732658,IN732637,IN732498,IN732186,IN732827,IN732432,IN732382,IN732368,IN732682",2.44 meters,103 cm,27 cm
,"$115,071",3 Ton 110 Kg,Jul 05 2013,H,advanced,M14984,"IN732410,IN732535,IN732508,IN732062,IN733519",2.81 meters,97 cm,25 cm
$552k,"$421,738",3 Ton 630 Kg,Feb 25 2005,"I,M",super advanced,M14208,"IN732073,IN732853,IN732855,IN732419,IN733188,IN733344,IN733533,IN732143,IN732145,IN732839",3.04 meters,101 cm,26 cm
$176k,"$55,025",3 Ton 270 Kg,Dec 31 1999,U,super advanced,M14196,"IN732410,IN732572,IN732265,IN732729",2.93 meters,97 cm,25 cm
$122k,"$540,694",3 Ton 100 Kg,Oct 05 2011,W,advanced,"M14373,M14374","IN732628,IN732197,IN732489,IN732531,IN732933",2.64 meters,100 cm,26 cm
,"$17,546",2 Ton 990 Kg,Jan 29 2016,H,super advanced,,"IN732121,IN732067,IN733531",2.37 meters,103 cm,27 cm
,"$27,404",3 Ton 240 Kg,Aug 19 2016,H,super advanced,M14273,"IN732624,IN733635,IN732062,IN732753,IN732650,IN732643,IN732193",2.15 meters,113 cm,30 cm
,"$10,704",3 Ton 210 Kg,Jul 29 2016,H,super advanced,M14985,"IN732580,IN732556,IN732361,IN732528,IN732383",2.64 meters,101 cm,27 cm
,"$62,917",2 Ton 900 Kg,Jul 25 2003,"K,H",intermediate,M14673,IN732255,2.43 meters,101 cm,26 cm
,"$26,968",3 Ton 150 Kg,Aug 27 2004,G,super advanced,,IN733379,2.79 meters,98 cm,26 cm
$427k,"$263,559",2 Ton 960 Kg,Apr 30 2014,C,intermediate,M14986,"IN732433,IN732082,IN732188,IN732094,IN732598,IN732355,IN732690,IN732710,IN732432,IN732831,IN733128",2.51 meters,100 cm,26 cm
,"$28,994",2 Ton 990 Kg,Jan 09 1998,"J,B",intermediate,,,2.23 meters,107 cm,28 cm
$176k,"$38,967",3 Ton 10 Kg,Oct 24 1997,U,super advanced,M14987,"IN732143,IN733004,IN733199",3.05 meters,92 cm,24 cm
$34k,"$24,797",2 Ton 920 Kg,Sep 14 2007,U,super advanced,M14341,"IN733611,IN732181,IN732511,IN734060",2.49 meters,100 cm,26 cm
$44k,"$6,639",2 Ton 870 Kg,Jun 22 2001,"P,H",super advanced,,"IN732993,IN732627",2.99 meters,90 cm,24 cm
,"$8,457",3 Ton 20 Kg,Jul 03 2015,N,super advanced,M14410,"IN732415,IN733424,IN732819,IN732250,IN732130",2.71 meters,97 cm,25 cm
$119k,"$50,015",2 Ton 960 Kg,Dec 18 1998,"F,U",super advanced,M14542,"IN732975,IN732464,IN732411,IN732551,IN734061,IN732664,IN733136",2.31 meters,104 cm,27 cm
$119k,"$608,323",3 Ton 200 Kg,Sep 04 2009,R,advanced,M14699,"IN732434,IN733452,IN732506,IN734021,IN734022,IN732945,IN733911,IN732214,IN734023,IN732388,IN732343,IN733971,IN734025",2.61 meters,102 cm,27 cm
$34k,"$28,981",2 Ton 900 Kg,Jan 21 2000,A,advanced,,IN732638,2.46 meters,100 cm,26 cm
$160k,"$81,882",2 Ton 970 Kg,Dec 10 2004,U,super advanced,,"IN734062,IN732372,IN732094",2.95 meters,92 cm,24 cm
$292k,"$762,109",3 Ton 130 Kg,Feb 21 1997,"H,A",advanced,M14674,"IN732655,IN732161,IN732268,IN732334,IN733627",2.91 meters,96 cm,25 cm
,"$62,964",3 Ton 50 Kg,Apr 08 2005,"J,B",intermediate,M14521,IN732789,2.81 meters,96 cm,25 cm
$44k,"$72,574",2 Ton 910 Kg,Jun 21 2002,"D,R",super advanced,M14988,IN732200,2.61 meters,97 cm,25 cm
,"$36,202",2 Ton 960 Kg,Oct 25 1996,"D,R",super advanced,,IN732139,2.28 meters,105 cm,27 cm
$191k,"$296,001",3 Ton 0 Kg,Oct 03 2003,"D,R",advanced,,"IN732139,IN732403",2.66 meters,98 cm,26 cm
$113k,"$74,948",3 Ton 220 Kg,Jul 21 2006,"U,H",super advanced,M14479,"IN732228,IN732368,IN732833",3.1 meters,94 cm,25 cm
$50k,"$31,549",2 Ton 950 Kg,Feb 21 2014,D,advanced,M14989,"IN733387,IN732363,IN733472",2.42 meters,102 cm,27 cm
,"$167,788",3 Ton 50 Kg,Sep 26 2014,D,advanced,M14346,IN732448,2.7 meters,98 cm,26 cm
,"$101,261",2 Ton 950 Kg,Nov 28 2007,"D,R",advanced,M14346,"IN732491,IN732149",2.45 meters,101 cm,26 cm
$20k,"$161,787",3 Ton 160 Kg,Dec 09 2005,"D,H",advanced,,"IN732448,IN733338",2.41 meters,106 cm,28 cm
,"$112,755",3 Ton 290 Kg,Dec 07 2012,H,advanced,M14346,"IN732448,IN732113,IN732491,IN733163,IN733583",2.84 meters,99 cm,26 cm
,"$165,245",3 Ton 130 Kg,Jun 25 2010,"D,H",advanced,M14346,"IN732448,IN732711",2.38 meters,106 cm,28 cm
,"$287,059",3 Ton 30 Kg,Dec 04 2009,D,advanced,M14346,"IN732448,IN732611,IN732612",2.4 meters,103 cm,27 cm
,"$170,307",3 Ton 50 Kg,Feb 03 2012,D,advanced,M14346,"IN732483,IN732448",2.66 meters,99 cm,26 cm
$22k,"$201,449",3 Ton 70 Kg,Dec 08 2006,D,advanced,M14346,"IN732448,IN732423,IN732447",2.47 meters,103 cm,27 cm
$66k,"$208,974",3 Ton 140 Kg,Apr 12 2013,D,advanced,M14346,"IN732448,IN732546,IN733224,IN732677",1.8 meters,122 cm,32 cm
,"$134,588",3 Ton 0 Kg,Jan 02 2009,D,advanced,M14346,"IN732448,IN732446",2.63 meters,98 cm,26 cm
,"$166,004",3 Ton 110 Kg,Jan 10 2014,H,advanced,M14346,"IN733571,IN733165",2.85 meters,96 cm,25 cm
,"$119,288",3 Ton 110 Kg,Jun 26 2009,D,advanced,M14346,"IN732448,IN732081,IN732280,IN732711",2.64 meters,100 cm,26 cm
,"$52,902",3 Ton 110 Kg,Dec 26 2014,"D,H",advanced,M14346,"IN732448,IN732465,IN732922,IN733079,IN733044",2.22 meters,109 cm,29 cm
,"$176,148",3 Ton 180 Kg,Jul 25 2008,D,advanced,M14346,"IN732448,IN733339,IN732422",2.55 meters,103 cm,27 cm
$66k,"$191,515",3 Ton 210 Kg,Jan 14 2011,"D,H",advanced,M14346,"IN732448,IN733339,IN733930,IN734063,IN732658,IN732422",2.47 meters,105 cm,28 cm
$197k,"$245,005",3 Ton 170 Kg,Feb 02 2001,V,advanced,,IN732368,2.86 meters,97 cm,25 cm
,"$35,276",2 Ton 800 Kg,Nov 05 2008,O,basic,,,2.62 meters,95 cm,25 cm
,"$182,315",3 Ton 310 Kg,Dec 18 1998,"U,A",advanced,,"IN732351,IN732871,IN732691,IN732658",2.5 meters,106 cm,28 cm
$97k,"$60,950",2 Ton 850 Kg,Dec 15 2006,"N,A",advanced,M14990,IN732347,1.99 meters,110 cm,29 cm
$19k,"$31,247",2 Ton 980 Kg,Jun 17 2016,C,advanced,,,3.02 meters,91 cm,24 cm
$81k,"$55,042",2 Ton 890 Kg,Sep 21 2007,D,intermediate,M14358,"IN732125,IN733597,IN732435",2.81 meters,93 cm,24 cm
$238k,"$301,205",3 Ton 60 Kg,Sep 05 2001,U,advanced,M14205,"IN732074,IN732094,IN733595",2.85 meters,95 cm,25 cm
$207k,"$366,005",3 Ton 370 Kg,Oct 08 2015,"V,H",advanced,M14991,"IN732179,IN732839,IN732400,IN732285,IN733027",2.44 meters,108 cm,28 cm
$59k,"$139,725",3 Ton 130 Kg,Jul 09 2004,R,advanced,,IN732753,2.7 meters,99 cm,26 cm
,"$20,485",2 Ton 950 Kg,Jun 16 2006,"D,A",advanced,M14992,,2.49 meters,100 cm,26 cm
,"$125,523",2 Ton 880 Kg,Mar 14 2003,D,advanced,M14291,"IN733111,IN733486,IN733224,IN733360,IN732329",2.58 meters,97 cm,26 cm
,"$140,196",2 Ton 840 Kg,May 16 2008,"J,D",intermediate,M14805,"IN732495,IN733243,IN733606,IN732794,IN732608,IN732535,IN733473",2.57 meters,97 cm,25 cm
$72k,"$165,989",3 Ton 150 Kg,Jul 02 2004,"N,A",super advanced,M14695,"IN732932,IN734015,IN732430,IN732401",2.89 meters,96 cm,25 cm
$223k,"$198,506",2 Ton 880 Kg,Nov 02 2012,"N,A",super advanced,"M14993,M14994","IN732932,IN732157,IN734002,IN733171",2.79 meters,94 cm,25 cm
,"$198,499",3 Ton 60 Kg,Nov 03 2006,"N,A",super advanced,M14695,"IN732932,IN734015,IN732430",2.49 meters,102 cm,27 cm
$113k,"$146,610",2 Ton 920 Kg,Nov 06 2009,"N,A",super advanced,,"IN733191,IN732401,IN732430",2.74 meters,95 cm,25 cm
$31k,"$6,078",2 Ton 920 Kg,Jun 09 2006,"P,H",advanced,,"IN732052,IN732676",2.34 meters,103 cm,27 cm
$66k,"$42,820",2 Ton 960 Kg,Jun 06 2003,"T,H",super advanced,M14370,IN732871,2.83 meters,94 cm,25 cm
$160k,"$168,518",3 Ton 0 Kg,Feb 19 2003,"U,R",super advanced,,"IN732526,IN732753,IN732887,IN733226",2.55 meters,100 cm,26 cm
$113k,"$34,824",2 Ton 910 Kg,Dec 18 2015,D,super advanced,M14466,"IN732124,IN732555,IN732589,IN732743",2.82 meters,94 cm,25 cm
,"$11,583",3 Ton 160 Kg,Dec 06 1996,U,super advanced,M14655,"IN734064,IN733004",2.72 meters,99 cm,26 cm
$6k,"$104,764",2 Ton 830 Kg,Jan 29 2016,N,super advanced,M14995,,2.85 meters,92 cm,24 cm
$50k,"$101,626",2 Ton 900 Kg,Feb 09 2007,"U,H",super advanced,M14383,IN733221,2.37 meters,102 cm,27 cm
$144k,"$36,232",2 Ton 830 Kg,Jun 02 2000,"S,A",super advanced,,,2.93 meters,91 cm,24 cm
$97k,"$202,795",3 Ton 90 Kg,Dec 02 2011,"U,H",advanced,M14623,"IN732325,IN733533,IN732561,IN733572,IN734065,IN733213,IN732286",2.96 meters,94 cm,25 cm
$144k,"$79,805",3 Ton 30 Kg,Feb 24 2006,"H,A",super advanced,M14409,"IN732859,IN732505,IN733192",2.38 meters,104 cm,27 cm
$317k,"$258,956",2 Ton 980 Kg,Aug 26 2011,"U,A",advanced,M14464,"IN732158,IN733458,IN732456,IN732646",2.61 meters,98 cm,26 cm
$113k,"$92,844",3 Ton 10 Kg,Nov 07 2008,U,super advanced,M14536,"IN732753,IN732506",2.49 meters,101 cm,27 cm
$552k,"$923,218",2 Ton 960 Kg,Mar 12 2010,C,intermediate,"M14639,M14996","IN733241,IN732248,IN733676,IN733177",3.15 meters,89 cm,23 cm
,"$163,218",3 Ton 240 Kg,Dec 13 1996,R,advanced,,"IN732383,IN732315",3.17 meters,93 cm,24 cm
$81k,"$266,057",3 Ton 90 Kg,Sep 17 2010,"D,H",super advanced,M14657,"IN732746,IN732100,IN732214,IN732654,IN732186,IN733829,IN733067,IN732846",2.59 meters,101 cm,26 cm
$66k,"$119,531",2 Ton 930 Kg,May 28 2004,D,advanced,M14724,"IN732237,IN733010",2.99 meters,91 cm,24 cm
$47k,"$122,326",3 Ton 0 Kg,Jul 09 1999,N,super advanced,,,2.82 meters,95 cm,25 cm
$47k,"$70,165",2 Ton 980 Kg,Jul 06 2001,N,super advanced,,IN732153,2.53 meters,100 cm,26 cm
$172k,"$224,235",3 Ton 310 Kg,Dec 29 2006,"U,A",super advanced,M14769,"IN732618,IN732967,IN734002,IN733449,IN732150",2.75 meters,101 cm,26 cm
$62k,"$63,551",2 Ton 800 Kg,Feb 01 2008,"N,U",super advanced,M14260,"IN732196,IN732932",2.46 meters,98 cm,26 cm
$100k,"$187,708",2 Ton 990 Kg,May 11 2016,D,super advanced,"M14997,M14998","IN733203,IN732104,IN732517,IN732346,IN733162,IN734066,IN733405,IN732421,IN732959,IN732937,IN732396",2.49 meters,101 cm,26 cm
$94k,"$66,757",2 Ton 960 Kg,Nov 16 2001,N,super advanced,,"IN733224,IN733420,IN732136",2.24 meters,106 cm,28 cm
$166k,"$349,819",3 Ton 170 Kg,Nov 26 2010,"D,R",advanced,M14457,"IN732698,IN732280,IN732873,IN732482,IN732466,IN732086,IN732556,IN732469,IN732310,IN732738,IN732388,IN732806,IN732562,IN732568",2.69 meters,100 cm,26 cm
$113k,"$63,911",2 Ton 760 Kg,Jun 02 2006,C,basic,,"IN732304,IN732255,IN732640,IN732058",2.69 meters,93 cm,24 cm
$238k,"$263,715",3 Ton 200 Kg,Oct 08 2009,U,advanced,M14256,"IN732682,IN732401,IN733446,IN733520,IN732743",2.74 meters,99 cm,26 cm
,"$27,198",3 Ton 40 Kg,Nov 21 2014,K,advanced,M14283,"IN734067,IN734068,IN733828,IN733158,IN733466,IN732056,IN732661",2.36 meters,104 cm,27 cm
$66k,"$117,894",2 Ton 800 Kg,Jun 01 2011,"N,D",advanced,"M14477,M14452",IN732831,2.49 meters,98 cm,26 cm
$505k,"$380,266",3 Ton 300 Kg,Feb 18 2005,"Q,N",advanced,M14462,"IN732685,IN732932",2.97 meters,97 cm,25 cm
$216k,"$318,820",3 Ton 350 Kg,Sep 27 2002,U,super advanced,M14223,"IN732682,IN732305,IN732490,IN732164,IN732420",2.75 meters,102 cm,27 cm
$75k,"$53,413",3 Ton 400 Kg,Jun 15 2005,"Q,H",advanced,M14230,"IN732300,IN732551,IN732522,IN732472,IN732640,IN732458,IN733300",2.96 meters,99 cm,26 cm
$128k,"$229,750",2 Ton 900 Kg,Dec 05 2008,U,advanced,M14500,"IN732528,IN732449,IN732642,IN732393,IN732689,IN732253",2.52 meters,99 cm,26 cm
$53k,"$168,890",3 Ton 40 Kg,Oct 29 1999,"T,H",super advanced,M14184,"IN732488,IN733594,IN733079,IN732282,IN732151,IN732538,IN732311",2.58 meters,100 cm,26 cm
,"$117,073",2 Ton 950 Kg,Nov 28 1997,D,intermediate,M14999,"IN733162,IN732930",2.41 meters,102 cm,27 cm
$238k,"$220,254",3 Ton 240 Kg,Sep 21 2001,A,advanced,M14315,IN732747,3.24 meters,92 cm,24 cm
$97k,"$33,815",3 Ton 0 Kg,Sep 10 1999,"U,D",super advanced,M14298,"IN733018,IN732305,IN732167,IN733014,IN732995,IN734040",2.71 meters,97 cm,25 cm
,"$75,656",2 Ton 960 Kg,May 29 2009,D,advanced,M14253,"IN732692,IN732490,IN733039,IN733052,IN732627",2.57 meters,99 cm,26 cm
,"$20,861",3 Ton 90 Kg,Sep 07 2016,H,advanced,M15000,"IN733443,IN732652,IN734069,IN733143,IN734070",2.86 meters,96 cm,25 cm
,"$51,771",2 Ton 870 Kg,Jan 02 2004,D,advanced,,"IN732350,IN732517,IN732087,IN732918,IN732679,IN732224",2.54 meters,98 cm,26 cm
,"$4,615",3 Ton 100 Kg,Nov 21 2008,G,super advanced,,"IN732589,IN733018,IN732415",2.71 meters,99 cm,26 cm
$238k,"$46,814",3 Ton 0 Kg,Oct 29 1999,"S,N",super advanced,,IN732804,2.93 meters,93 cm,24 cm
$285k,"$157,673",3 Ton 40 Kg,Feb 06 1998,"H,A",advanced,,"IN732351,IN732442,IN733697",2.75 meters,97 cm,25 cm
